Model,Title,Rating(scaled to 5),Reveiw,Reviewer,Date,url
MG HECTOR,The Best,3,MG Hector is a very experienced vehicle. It is made by Morris Garages (Mg) Hector. Its budget is very low and has advanced features. Its massive sunroof gives a pleasant feel to the cabin. Its touch screen is also controlled by voice. Its leg space is massive. Its price starts from 12.17 lakh. I really want to buy this car.,By Mehul Jhala,"On: Nov 29, 2019 | 778 Views",www.cardekho.com
MG HECTOR,Perfect SUV.,5,"Surely we can say it is a perfect fully loaded SUV model, well done by MG, Hector is stepping stone of our future cars.",By Sai Charan Mahamkali,"On: Nov 30, 2019 | 51 Views",www.cardekho.com
MG HECTOR,Fantastic car,4,"Fantastic car, great pick-up, comfortable seats. Controlling system is excellent, smooth to drive.",By User,"On: Nov 30, 2019 | 45 Views",www.cardekho.com
MG HECTOR,Best car of the world.,5,"Best in the segment. Better from the Fortuner and Endeavor. The voice control smart technology, I couldn't find it anywhere.",By Kuldeep Yadav,"On: Dec 01, 2019 | 46 Views",www.cardekho.com
MG HECTOR,Best car for family.,5,"The best car ever saw. Amazing driving experience and handling quality. The better interior can be made by making it airy, you can go for it if you have a family then go for it.",By Rashmi Rekha,"On: Dec 01, 2019 | 284 Views",www.cardekho.com
MG HECTOR,Amazing performance.,5,Best car and interior so far. Lovely design and quality are superb.,By Shakir Shaikh,"On: Nov 30, 2019 | 41 Views",www.cardekho.com
MG HECTOR,Superb car.,5,Very affordable range and super high-quality car. Very comfortable seating and quite silent. The A.C. system and circulation are pretty good.,By Souvik Majumder,"On: Nov 30, 2019 | 43 Views",www.cardekho.com
MG HECTOR,The silent monster.,5,"This car is giving a lot of features, function, and comfort to the passengers. It has a true feel of an SUV.",By Taif Arif,"On: Dec 01, 2019 | 41 Views",www.cardekho.com
MG HECTOR,The best car in the segment.,5,It is better than Kia Seltos and the price is also good. The best car in the segment which gives you many features. If you want to open sunroof yon can simply say I am feeling hot or you can say anything to it.,By Vansh Jiwanani,"On: Dec 01, 2019 | 109 Views",www.cardekho.com
MG HECTOR,Amazing machine.,2,"People say that the electronics won't work out in India but MG has proved almost everyone wrong. Speaking of electronics, the car is fully loaded with advanced technology and none of them feels like it's overdone. My second point is the mileage, Hector is an SUV but still offers great mileage of around 16kmpl. The dimensions of the car are humungous. In terms of comfort, the car can beat any of its rivals and is also prepared to compete with upper-class SUVs like Fortuner, Endeavour, etc. I recently went on a road trip in my hector and the ride quality was amazing, the suspensions were pretty soft providing a clean ride. Though the car is pretty huge, it is easily drivable in the city without any problem. I've heard it is also called the internet car due to the presence of a massive touch screen system with a pretty clear voice assistant. It manages to recognize the Indian accent as well. The pricing of the car is pretty neat and is the best car in the segment.",By Ritesh Gourav,"On: Nov 28, 2019 | 4582 Views",www.cardekho.com
MG HECTOR,This car fulfils everything in 20 budget.,4,"I drove MG Hector (Sharp) Petrol Hybrid for more than 1000kms. Both in city traffic (200km) and on national highway (800km). It gives superior comfort for drivers/passengers. HiTech features make you feel like you are in full control of the car. No complaints in this section. Overall I am very happy. After driving it on different roads in city & highways, I don't feel the acceleration is leaner enough in all gears. Overall I felt it is ""sluggish"" / ""underpowered."" The fuel efficiency is not up to the figures declared by MG India (i.e. 15.8 kmpl). I only got 9 to 10 kmpl in city & 11 to 13kmpl in Highways. Finally, I would like to say this car is a good value for money.",By Alok Narayan Pandey,"On: Nov 28, 2019 | 558 Views",www.cardekho.com
MG HECTOR,Fuel Average,5,"Read a few reviews where people alleged very low fuel efficiency. On a normal day in Delhi (route Noida Gurgaon at 9 AM) and (Gurgaon Noida 7 PM), my car has given an average of 12 kmpl. And while travelling bumper to bumper, it is 9-10kmpl.",By Nikit Popli,"On: Nov 29, 2019 | 694 Views",www.cardekho.com
MG HECTOR,Quite strong.,5,Nice car and a strong body. The leather seats are average. Suspension and space are good here. there is no engine sound. Everything is perfect.,By Palam Estates,"On: Nov 28, 2019 | 34 Views",www.cardekho.com
MG HECTOR,The power devil,5,"The perfect size car with the best class infotainment system and interiors. The tyres and the rims are eye-catchy and the front lights are alluring. The best car in its segment with appearance and power, with huge space, the car packs a good load and is great for trips and adventures. The company will get a huge advantage in the Indian market.",By Vishesh Yadav,"On: Nov 29, 2019 | 164 Views",www.cardekho.com
MG HECTOR,Amazing machine.,3,Can't comment over the engine quality because British cars are amazing in quality check. Build quality and features are also good.,By Akhilesh Akshay,"On: Nov 29, 2019 | 46 Views",www.cardekho.com
MG HECTOR,My favorite car,5,"Excellent car in the world so far. It is best for long tours. Also, the logo of the car is impressive.",By Sushil Malik,"On: Nov 28, 2019 | 40 Views",www.cardekho.com
MG HECTOR,Mind blowing car.,5,"Nice features at less cost, It's helpful for everyone and it's featured as same as Jeep Compass.",By Umesh Hari Mahalpure,"On: Nov 28, 2019 | 36 Views",www.cardekho.com
MG HECTOR,This car is amazing.,5,Smooth drive and fantastic looks. Everything is amazing here in this car.,By Raj Pandit,"On: Nov 28, 2019 | 39 Views",www.cardekho.com
MG HECTOR,Dream Car - MG Hector,5,"Such a high rated and luxurious class segment car. It has great looks and great features. Fully automatic loaded features. High ground clearance, big boot space, electronically  adjustable seats and sensors I mostly like features in this car. Voice control feature giving amazing feel driving this car.",By Rohit Kshatriya,"On: Nov 28, 2019 | 116 Views",www.cardekho.com
MG HECTOR,Best And Brilliant,5,"Best and brilliant car by MG. If we compare the cars in Hector's price range Jeep compass is overprized, no premium features, and no comfort. Tata Harrier is fair and the interior is worst. The segment king Hyundai Creta is just like I20 wearing heels it is not a car Worth buying. I waited for mg was confused in hector and Creta but Hector was just better than Creta in terms of design, features, interior. So those people planning to buy hector buy the smart model because of it worth buying and I have also bought the smart one. Very Smooth SUV and with safety. A superior look with great Interior. When we talk about feature all upgrade and fully internet SUV.",By Gurmeet Balyan,"On: Nov 27, 2019 | 262 Views",www.cardekho.com
MG HECTOR,This British SUV listens to you and talks back,4,"Got a chance to drive this car. I didn't expect that the petrol hybrid engine gives this type of power. This engine is really awesome. The 1.5 ltr hybrid engine gives a lot of power in the mid-range up-to 2000 rpm some amount of lag is there but it pulls up pretty quick. The safety features of this car are very good, 6 airbags, Abs, EBD, TC, Hill hold etc. The design of this car is awesome and the comfort is very good. The rear passenger gets a rear armrest, rear Ac vents and a good amount of space. The main attraction of this car is the internet Inside 10.4-inch huge touch screen. It's really awesome. The sound quality is also great. Pros:- 1. Value for money 2. Fully loaded, the features in this price are like Panoramic sunroof, 10-inch touch screen with android auto and apple car play with 5G sim support, electrically adjustable driver seat etc 3. Safety. Cons:- 1. The Breaking is okay, not that great.",By Anonymous,"On: Nov 27, 2019 | 105 Views",www.cardekho.com
MG HECTOR,Great car.,5,It was an amazing experience. I am very proud to own this car.,By Yadagiri Shaganti,"On: Nov 28, 2019 | 30 Views",www.cardekho.com
MG HECTOR,Best car in the segment.,5,"MG HECTOR is one of the best and fully loaded SUV, which was provided at a lower cost in all variants. Ride quality and looks are also good. Comfortable seats, panoramic sunroof and AC performance are fabulous. Value for money.",By Sarthak Jariwala,"On: Nov 28, 2019 | 57 Views",www.cardekho.com
MG HECTOR,Dream car.,5,"Best in the class segment! Highest cabin space in this segment with the best interior and exterior. If you are an SUV lover, then go for it.",By Anonymous,"On: Nov 27, 2019 | 33 Views",www.cardekho.com
MG HECTOR,MG Hector - The best car,5,"It is the best car in India and in low price, we get a luxury car. We feel better inside the car and it goes smooth on the road. The interior design is too better than other cars and the interesting thing is the sunroof as is not single, it is double sunroof.",By Max Vijay,"On: Nov 25, 2019 | 816 Views",www.cardekho.com
MG HECTOR,Good car,5,This car's voice command system is really good and it's look is also good so I would give it a five-star rating.,By Ishtiaque Ahmed,"On: Nov 26, 2019 | 34 Views",www.cardekho.com
MG HECTOR,Wonderful Car,5,"It is a nice car, it has a very good system, the interior design of the car is very good and comfortable, the speakers of this car are very good.",By Alex Joseph,"On: Nov 26, 2019 | 38 Views",www.cardekho.com
MG HECTOR,Greatest car,5,The best car at this budget including all the features and especially the Internet inside concept. This car includes a very nice experience.,By Narendra Kr. Sethi,"On: Nov 25, 2019 | 31 Views",www.cardekho.com
MG HECTOR,Best SUV,5,This is the best car under 20 lacs with lots of features and it is better than other cars and the best car.,By Sb Sudip,"On: Nov 25, 2019 | 32 Views",www.cardekho.com
MG HECTOR,The car of Dreams,5,"People say that the electronics won't work out in India but MG has proved almost everyone wrong. Speaking of the electronics, the car is fully loaded with advanced technology and none of them feels like it's overdone. My second point is the milage, hector is an SUV but still offers great mileage of around 16km/l. The dimensions of the car are humungous. In terms of comfort, the car can beat any of its rival and is also prepared to compete with upper-class SUVs like Fortuner, Endeavour, etc. I recently went on a road trip in my hector and the ride quality was amazing, the suspensions were pretty soft providing a clean ride. Though the car is pretty huge, it is easily drivable in the city without any problem. I've heard it is also called the internet car due to the presence of a massive touch screen system with a pretty clear voice assistant. It manages to recognize the Indian accent as well. The pricing of the car is pretty neat and is the best car in the segment.",By Hardik,"On: Nov 23, 2019 | 4595 Views",www.cardekho.com
MG HECTOR,Ok car to buy,2,The car is good on cosmetics but I don't think that you can trust the engine for the long run. MG still needs to take care and refine the engine according to Indian road conditions. Giving a variety of features won't help if there is an issue in engine quality. The mileage is also very less and gives 7 KMPL on the highways.,By Chintan,"On: Nov 24, 2019 | 1904 Views",www.cardekho.com
MG HECTOR,Best SUV,5,MG Hector is the best mid-size SUV. It feels like luxury cars with the best automatic functions. This car is almost best in everything but its mileage is not too high.,By Ashu Verma,"On: Nov 24, 2019 | 50 Views",www.cardekho.com
MG HECTOR,It is the Perfect SUV,5,This is a perfect SUV. This gives a real feel of SUV it is having so much space for your luggage and persons sitting in it. I think it is the best SUV in this price range. This car is having a nice sound system. I am having its petrol variant. MG also provides diesel variant.,By Pinky Parmar,"On: Nov 23, 2019 | 693 Views",www.cardekho.com
MG HECTOR,Its awesome and a good car,5,"It's an amazing car. I like it, it is awesome. The features and everything is good and it has good braking. The mileage is also good.",By Jitendra Balwani,"On: Nov 22, 2019 | 40 Views",www.cardekho.com
MG HECTOR,Excellent Car,5,"Awesome car with excellent quality features, voice control, excellent looks like a beast and worth for money.",By Raj Rock,"On: Nov 22, 2019 | 31 Views",www.cardekho.com
MG HECTOR,Go for it Worth Buying,5,"Best build quality in its segment, good cabin insulation from the outside world, less NVH level, cabin cooling capacity is quite good.",By Venkatppathyadhith,"On: Nov 22, 2019 | 33 Views",www.cardekho.com
MG HECTOR,Value For Money Car,5,"MG Hector has the best engine and suspension. It has great pickup and an awesome music system. Overall, It is a value for money car.",By Beast Gamer,"On: Nov 24, 2019 | 33 Views",www.cardekho.com
MG HECTOR,Great Performer,4,"It is a complete package whether you are thriving for power or safety features, MG Hector has it all. The company has left no stones unturned when it comes to the body layout, it looks massive and beautiful at the same time. The interiors of the car are of premium quality and certainly makes the user feel true value for the money.",By Mohit Gupta,"On: Nov 24, 2019 | 91 Views",www.cardekho.com
MG HECTOR,Nice looking car,5,The performance is good. The sunroof is very nice. It is an internet car. AC condition is good in performance.,By Rishal Pp,"On: Nov 22, 2019 | 38 Views",www.cardekho.com
MG HECTOR,It is a very cool car,5,"The length and wheelbase are the largest amongst its rivals, though the narrow girth and excessive rear overhang do throw proportions off a bit. The 17-inch wheels also look a size too small. Generous use of chrome means the Hector is big on bling and elements like the split LED DRLs and headlamps set up ensure the MG grabs attention. The MG's cabin is simply cavernous and there is plenty of space for five passengers and their luggage. Range-topping versions get a massive panoramic sunroof that only adds to the airy feel in the interior. There are lots of other goodies onboard and the features really are a draw in their own right. The much talked about a 10.4-inch touchscreen that comes armed with connectivity tech is the focal point on the dashboard. Material quality is largely good but you will find some less special bits in the interior as well. The MG Hector Diesel is 170 HP, 2.0-liter engine, mated to a 6-speed manual transmission, packs enough grunt and impresses with its linear power delivery and refinement. A snappy clutch remains a pain point of the Fiat-sourced engine though. The MG Hector Petrol gets a 143 HP, 1.5-liter turbocharged unit with a 6-speed manual as standard and a 48 V mild-hybrid setup as an option. The petrol hybrid is easy-going but lacks oomph for quick overtakes. The dual-clutch transmission does add convenience to the package but it's not the slickest of gearboxes. The ride quality is fairly good at town speeds, but up the pace, and you'll get a fair bit of body movement on undulating surfaces. The MG doesn't feel as well tied down as rivals at triple-digit speeds either and the noticeable body roll also means it simply isn't a driver's car. The steering isn't the most fearsome but it is light at low speeds and makes it easy to maneuver the large SUV.",By Brij Bhushan Katoch,"On: Nov 20, 2019 | 749 Views",www.cardekho.com
MG HECTOR,Performance and looks are great but not good in mileage,4,"Beautiful car with great performance. Looks are great with a very huge cabin space like other cars. Very comfortable for front and rear passengers but disappointed with the mileage as it is only 5 - 7 KMPL, seriously. If you don't have issues with mileage this car is good and great. But don't waste your money on the hybrid model as in hybrid model they have put 48V lithium-ion battery under the driver seat, a rear passenger doesn't have enough and comfortable space for his/her legs.",By Shreyash Rathod,"On: Nov 19, 2019 | 2148 Views",www.cardekho.com
MG HECTOR,MG Hector - First Impression,4,"I like spacious interior packed with features, refined engine and strong road presence. Fit and finish could be better and the infotainment system is a bit lacky. You just can't miss this car as its sheer size hits you before you even start focusing on the design detail.",By Ar S,"On: Nov 21, 2019 | 270 Views",www.cardekho.com
MG HECTOR,Great looks - MG Hector,5,"Nice car with good and heavy looks. It is better than other SUVs. It has nice interiors with best ground clearance and looks like a big SUV. I looked it for the first time and what a great SUV with great design, interiors, great fog lights and nice exteriors. It is the best SUV in 15 lacs.",By Urdhab,"On: Nov 21, 2019 | 81 Views",www.cardekho.com
MG HECTOR,Love this car,5,I just love this car. Most advanced car in this price segment and one of the most luxurious car.,By Md Nayeem Mallick,"On: Nov 20, 2019 | 39 Views",www.cardekho.com
MG HECTOR,MG Hector - WOW Car,5,The car is very comfortable and looks are awesome. Worth for money and boot space is very comfortable. The 360-degree camera is also very useful and the sunroof is also very good.,By Ayub Kh,"On: Nov 20, 2019 | 167 Views",www.cardekho.com
MG HECTOR,India's number 1 car,5,Excellent car. The price is the best. Comfortable drive and seating. Internet car. AC is the best. Safety car. Engine is smooth and the sound is smooth. I have driven this car. Ground clearance is best and height is better. Car facilities are best. Comfortable drive as compared to other cars.,By Sagar Kumbhar,"On: Nov 18, 2019 | 114 Views",www.cardekho.com
MG HECTOR,MG Hector - Father off all cars,5,The car facility is cool and fantastic. It looks awesome and the tyres have a strong grip.,By More Jay Jitendrabhai,"On: Nov 21, 2019 | 37 Views",www.cardekho.com
MG HECTOR,Nice car to buy,5,Nice car with all features of luxury cars. There is enough space. The price range is good in this segment. It is stylish.,By Gokul Dinesh,"On: Nov 21, 2019 | 29 Views",www.cardekho.com
MG HECTOR,Overrated car,2,This car is overrated and doesn't match the hype it created. It doesn't have a good ride quality. ,By Harshit Nayak,"On: Nov 20, 2019 | 50 Views",www.cardekho.com
MG HECTOR,Internet incredible car,5,"This is the best and only internet car available in India, all functions are operated by mobile app one touch plus the flexibility of seating system and ride comfortable control also nice both in city and highway for long journeys as its first car from Morrise garage its really commendable job from them.",By Sangram Sawant,"On: Nov 17, 2019 | 1104 Views",www.cardekho.com
MG HECTOR,Hector the featured SUV,4,"MG HECTOR is one of the best and fully loaded SUVs, which was provided at a lower cost in all variants. Ride quality and looks also good. Comfortable seats, panoramic sunroof, inside the internet and AC performance fabulous and it is a very practical car. Mileage is also very good which we get in cities or on highways although you can say that this car is value for money.",By Pubgpro Xyz,"On: Nov 17, 2019 | 684 Views",www.cardekho.com
MG HECTOR,Advantages and disadvantages in MG Hector,4,"However MG Hector top model gets all the features that are awesome but in mid-model and basic model we can get very fewer features at that price but any way they gives a powerful engine and high body quality so overall, this vehicle is a nice vehicle but only one this company available only in Chennai in the whole Tamilnadu.",By Pranavan,"On: Nov 17, 2019 | 1900 Views",www.cardekho.com
MG HECTOR,My dream car is MG Hector,5,"MG IS A WONDERFULL CAR. MG HAS BROKEN ALL RECORDS AGAINST TATA HARRIER HYUNDAI CRETA, AND XUV 500. THESE ALL CARS SALES ARE GOING DOWN DAY BY DAY. THE SALE OF HECTOR IS GROWING UP THATS GREAT EXCELLENT CAR I LOVE THIS CAR.",By Zibran Sheikh,"On: Nov 17, 2019 | 151 Views",www.cardekho.com
MG HECTOR,Car specifications,5,Looking very classy and luxury. Leg space is pretty good. Very comfortable while driving.,By Shiv,"On: Nov 18, 2019 | 37 Views",www.cardekho.com
MG HECTOR,Superb car,5,"It is a very good car in my life I have ever seen so, brilliant work by MG company and also for the internet inside.",By Lakhvir Kaur,"On: Nov 17, 2019 | 37 Views",www.cardekho.com
MG HECTOR,MG Hector is the best choice,5,"Good mileage and best-running condition, power brakes, and best safety features and the body height is nice.",By Sameer Khan,"On: Nov 17, 2019 | 30 Views",www.cardekho.com
MG HECTOR,Above Super,5,"The superb car, Drive is amazing and also that car has a voice commands so it gives very good feel when we drive. ",By Prajwal Chichate,"On: Nov 18, 2019 | 30 Views",www.cardekho.com
MG HECTOR,The Quality Of A Good Car: MG Hector,5,MG Hector is the most luxurious car in the Indian market at the cheapest price. The showrooms of MG are very nice and the service of this car is quite good. Love you MG.,By Aniruddh Adhikary,"On: Nov 18, 2019 | 30 Views",www.cardekho.com
MG HECTOR,Best In Segment Car,3,"Good Looking and best in the segment. The company is based in China and the UK basically. Talking about build quality & crash test rating, Let me tell you that, it got 5 stars in the China NCAP crash test. It offers many features at this price range. It Strongly competes with Tata Harier & KIA Seltos.",By Nikhil,"On: Nov 16, 2019 | 161 Views",www.cardekho.com
MG HECTOR,My feelings about MG Hector,5,"This car is awesome with great features. I love this car and the looks of the car. The interior is very clean and attractive. Excellent performance, awesome, and a lovely car. I have a Honda City as well. But I sold that car because of the performance and bought Hector and I feel so glad and excited when I drive Hector.",By Gourav Singh,"On: Nov 15, 2019 | 1593 Views",www.cardekho.com
MG HECTOR,Great decision to buy Hector,5,Hector is a nice SUV. I have experienced a wonderful feeling by seating or driving this SUV car. It is a very comfortable car. I think that its speed is more than kia seltos. Its music system is also better than the other cars which is in Hector's range. I will recommend everyone to buy this wonderful SUV car.,By Kumar Prashant,"On: Nov 15, 2019 | 485 Views",www.cardekho.com
MG HECTOR,Good Features - MG Hector,5,"The cabin of MG Hector wears a more functional design, but there are some interesting bits like the shapely digital instrument cluster and the unconventional gear lever, which add a smattering of flair. The large digital speedo is easy to read, but the tachometer isn't. As if to make the point that this is not a sporty car, the rev tacho bar graph is so small, you'll have to squint to read it.",By Pankaj Sharma,"On: Nov 12, 2019 | 2080 Views",www.cardekho.com
MG HECTOR,Best Car Ever - MG Hector,5,"MG Hector has got best design and comfort, car is just a boom but smooth as butter, performance of engine is awesome, you will feel like you are sitting in a plane in business class, MG hector has all the feature of top-class car and very satisfying especially on Indian roads Hector performed very effectively, Ground clearance is best in class, And the best thing, I like its voice feature, hello MG it is just awesome.",By Somesh Jadhav,"On: Nov 13, 2019 | 859 Views",www.cardekho.com
MG HECTOR,New Is Not Enough - MG Hector,4,"When we board into this vehicle MG Hector you will feel like you are sitting in a car which is too much of a premium car that costs 40 lakhs, though its a Chinese car it doesn't look like it, MG need to improve its service points at the earliest.",By Gfvhgggh,"On: Nov 13, 2019 | 1571 Views",www.cardekho.com
MG HECTOR,Magnificient Heavy Muscular Beast - MG Hector,5,"From the day I saw this beast MG Hector which catches my heart and soul, Since the first time I grabbed it in my hands I felt like this is it, its all I ever wanted. Really inside of the car and the exterior looks awesome and the comfort is just to a next level of imagination for Indians, its hello MG internet feature takes the car industry of medium segment to a different level. I really can't even choose among the colours options that it has which is unique among itself and with a unique metallic finish. Just recommend the people to try this out you would really love having it.",By Siddharth,"On: Nov 13, 2019 | 145 Views",www.cardekho.com
MG HECTOR,One of my best cars,5,"Hector is a great car, best handling, and torque I have ever experienced. AIl functions work good and the car generates ultimate power.",By Ankit Chaudhary,"On: Nov 16, 2019 | 32 Views",www.cardekho.com
MG HECTOR,Good Car,5,"Good car, the look is beautiful, sunroof is good, the functions in the car are very good.",By Vishal Chaudhary,"On: Nov 13, 2019 | 33 Views",www.cardekho.com
MG HECTOR,Best Car - MG Hector,5,"MG Hector is a superb car, best in power, you feel the real luxury in this car. Five stars for this lovely beast. It's a luxurious powerful vehicle. ",By Prakhar Trivedi,"On: Nov 13, 2019 | 33 Views",www.cardekho.com
MG HECTOR,Nice Car,5,"Nice and best car ever. Nice features at a very affordable price, beautiful interior and classic exterior.",By Rahul Me,"On: Nov 13, 2019 | 30 Views",www.cardekho.com
MG HECTOR,For Life - MG Hector,5,"MG Hector is an amazing car It is as good as an Audi Q7 the most attractive is the technology in this car and for me the sunroof and moonroof. The car is spacious the trunk is also huge and the price is also not that high, features are also amazing also the logo of the car is very attractive and design also not to forget the headlights and the taillights, very powerful. Thankyou MG waiting for more cars from you all.",By Krish Bhatia,"On: Nov 07, 2019 | 4718 Views",www.cardekho.com
MG HECTOR,Worth Every Penny - MG Hecto,5,"MG Hector has an eye-catching design, massive proportions and new-age tech make it a well-rounded package that should definitely be on the radar of prospective mid-size SUV owners. Though truly a rival for the Tata Harrier, Mahindra XUV500 and Jeep Compass in terms of its sheer size, keen pricing has also placed it precariously close to the likes of the Hyundai Creta.",By Zehan Ahmad,"On: Nov 08, 2019 | 988 Views",www.cardekho.com
MG HECTOR,Go For It - MG Hector,5,"One of the best car in the market currently. Yes MG Hector is everything that a customer can wish for. It uses the best engines, it has the best infotainment, best speakers, best aesthetic looks, imposing front grille, biggest sunroof, largest boot, best AI, most comfortable seating and what not. You ask for a feature and its there. This also happens to be the most fuel-efficient car in the segment. But then again when you buy a car worth 19 Lakhs do you really look for efficiency? No, I don't think so. Had this car been anything german then it would probably have costed thrice the current price. This car is indeed a head-turner. You grab the attention of other cars on the road when you drive this massive beast. ",By Sanket Banerjee,"On: Nov 08, 2019 | 221 Views",www.cardekho.com
MG HECTOR,Amazing Car - MG Hector,5,MG Hector is an amazing car. This is a stylish car. All the cars of MG are amazing. MG Hector is one of the best cars. No other car can be compared with this car. Interior and the features of the car are amazing. It is a luxurious car. It is my dream car. Middle-class family can afford this car.,By Jayesh Patil,"On: Nov 12, 2019 | 37 Views",www.cardekho.com
MG HECTOR,Dream Car - MG Hector,5,"MG Hector is the best in the class car, awesome looks with great luxury feature especially the 360 view camera and the full sunroof. ",By Divas Baghla,"On: Nov 11, 2019 | 42 Views",www.cardekho.com
MG HECTOR,Best Car Of All Time - MG Hector,5,"MG Hector is a nice car, nice interior and all variant are superb, superb design, interior, safety system, the average is nice, good for the long route. A complete car, adequate seating for 4-5 persons, this is best for a small family.",By Milan Vyas,"On: Nov 09, 2019 | 143 Views",www.cardekho.com
MG HECTOR,Original Beast - MG Hector,5,"Dreaming a lot to buy a car and searching which to buy, finally seen MG Hector fallen in love with the car, the MG pick-up is awesome with 2 persons, slightly slow with 5 to 6 members and once the engine turned off on the road while driving, I got tension and found the problem is in the fuel change, overall superb car ever bought this is my first car purchase love you MG.",By Anand K,"On: Nov 07, 2019 | 195 Views",www.cardekho.com
MG HECTOR,Excellent Car - MG Hector,5,"MG Hector is an excellent car. Features are also excellent. Everything is good in this car, power, voice control, just like an Audi or BMW.",By Himanshu Patidar,"On: Nov 09, 2019 | 36 Views",www.cardekho.com
MG HECTOR,Luxurious - Mg Hector,5,"Mg Hector feeling is like a luxurious car and a very costly car. Feels like Fortuner. Its ""hello mg"" feature helps a lot while driving.",By Sudhanshu Dutta,"On: Nov 08, 2019 | 30 Views",www.cardekho.com
MG HECTOR,The Car Rocks - MG Hector,5,MG Hector has got stunning looks and features makes it the best car and the lighting styling and sunroof add to the marvel.,By Anonymous,"On: Nov 11, 2019 | 33 Views",www.cardekho.com
MG HECTOR,Review - MG Hector,5,"MG hector one of the best competitor in SUV segment cars. IN MG hector all the feature are top class and very satisfying especially in Indian roads hector performed very effectively, Ground clearance is best in class.",By Prathamesh Rao,"On: Oct 31, 2019 | 4572 Views",www.cardekho.com
MG HECTOR,Beautiful and Beastly - MG Hector,5,"Done 2 months with MG Hector. Loved each moment I drove it. Somehow managed to get over 10 Kmpl avg after 2000km on Petrol DCT Automatic driving in Delhi NCR. If anything that could have been better, I wish suspensions were as good as those of Jeep Compass. Nevertheless, better suspensions than many others in the segment.",By Subhasis,"On: Nov 06, 2019 | 1246 Views",www.cardekho.com
MG HECTOR,My dream car,5,MG Hector is my dream car. It is a very good looking car. It has a beautiful look rather than others. Its interior is very beautiful and looks like a luxury car from the interior. It has also the best build quality. It is best for running on Indian roads. It's a very beautiful SUV car. It can defeat the craze of Scorpio as it has many features than Scorpio.,By Vinod Kumar Tihal,"On: Oct 27, 2019 | 871 Views",www.cardekho.com
MG HECTOR,MG Hector Super Diesel MT,5,I bought the MG Hector Super Diesel MT after going through the specs and features. The fuel efficiency of the car is very good. The car is very spacious and comfortable for long journeys.,By Pawan,"On: Oct 23, 2019 | 10333 Views",www.cardekho.com
MG HECTOR,My favourite car,5,MG Hector is the best car in SUV because of its features and functions and its good look This is the car which hits and left all car behind by its selling point of view. I am a lover of this car too much.,By Kamal Prakash Meena,"On: Oct 28, 2019 | 71 Views",www.cardekho.com
MG HECTOR,Internal Beauty - MG Hector,5,"Very stable and secure car from one of the leading SUV's MG Hector, Great design and interior implementation gives them an excellent look. Its 1965 cc engine creates a lightning power for an average of about 15-16 kmpl. Its a very good family pack for all those things and maintains an economic range. Go for it if you buy in this price segment without any obstruction.",By Rohit Sharma,"On: Nov 03, 2019 | 120 Views",www.cardekho.com
MG HECTOR,Styling & looks : Hector,5,"The Hector looks the business, no two ways about it. The imposing hexagonal grille, the heavy chrome lining, and black detailing interspersed within the split LED headlamps, with their main units tucked into a recess, all make for a car that grabs your attention immediately, and holds on to it. For anyone wondering if these units are more prone to damage than more traditional lighting, the lamps on this car are very thoughtfully placed.",By Abishak Kumar,"On: Nov 05, 2019 | 67 Views",www.cardekho.com
MG HECTOR,Features never before,5,Hector has an exclusive price and the best quality. This is a very good feature car because this car has internet and voice command.,By Shivam Verma,"On: Oct 28, 2019 | 30 Views",www.cardekho.com
MG HECTOR,An Excellent Car,5,This is an excellent car in the segment. The mileage is impressive. ,By Sanyukta Singh,"On: Oct 24, 2019 | 36 Views",www.cardekho.com
MG HECTOR,An Awesome Car,5,The features are impressive. The seating is very comfortable. The entertainment system is good. This is the best car in this segment.,By Vansh Khattar,"On: Oct 24, 2019 | 29 Views",www.cardekho.com
